# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar150 --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 150 vertices, 850 arcs, 2239 commodities, 150 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=150, capped_arcs=850)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   4.6091e+08   2.8357e+07    300    150   150      0      0      0      0   0.360   0.001   0.000   0.361     0.361
    2          inf   4.6091e+08   2.7752e+08    300    150   137      0      0      0      0   0.022   0.001   0.000   0.023     0.384
    3          inf   4.6091e+08   4.6091e+08    300    366     0      0      0    216      0   0.020   0.001   0.000   0.020     0.405
    4          inf   4.6091e+08   1.1031e+09    447    366   120    147      0      0      0   0.069   0.000   0.000   0.070     0.475
    5          inf   4.6091e+08   1.0135e+09    597    366    96    150      0      0      0   0.077   0.000   0.000   0.078     0.553
    6          inf   4.6091e+08   9.2094e+08    747    370    87    150      0      4      0   0.088   0.000   0.000   0.089     0.641
    7          inf   4.6091e+08   8.1675e+08    897    379    66    150      0      9      0   0.098   0.000   0.000   0.099     0.740
    8          inf   4.6091e+08   7.9716e+08   1047    380    61    150      0      1      0   0.100   0.000   0.000   0.101     0.841
    9          inf   4.6091e+08   7.1968e+08   1119    395    47    150     78     15      0   0.104   0.000   0.000   0.105     0.946
   10          inf   4.6091e+08   6.8489e+08   1204    416    41    150     65     21      0   0.105   0.000   0.000   0.106     1.052
   11          inf   4.6091e+08   6.5669e+08   1268    431    32    150     86     15      0   0.109   0.000   0.000   0.111     1.163
   12          inf   4.6091e+08   6.1908e+08   1350    449    22    150     68     18      0   0.108   0.000   0.000   0.109     1.272
   13          inf   4.6091e+08   6.1603e+08   1401    458    18    150     99      9      0   0.122   0.000   0.000   0.123     1.395
   14          inf   4.6091e+08   5.9881e+08   1456    469    11    150     95     11      0   0.114   0.000   0.000   0.115     1.510
   15          inf   4.6091e+08   5.8691e+08   1499    479     8    150    107     10      0   0.122   0.000   0.000   0.124     1.634
   16          inf   4.6091e+08   5.7809e+08   1553    494     4    150     96     15      0   0.116   0.000   0.000   0.117     1.751
   17          inf   4.9160e+08   5.7391e+08   1601    496     3    150    102      2      0   0.117   0.000   0.000   0.118     1.869
   18          inf   5.0889e+08   5.6999e+08   1622    500     2    150    129      4      0   0.119   0.000   0.000   0.120     1.990
   19          inf   5.1149e+08   5.6648e+08   1634    501     2    150    138      1      0   0.118   0.000   0.000   0.119     2.109
   20          inf   5.1518e+08   5.6296e+08   1642    502     2    150    142      1      0   0.121   0.000   0.000   0.122     2.231
   21          inf   5.1536e+08   5.6031e+08   1638    504     1    150    154      2      0   0.122   0.000   0.000   0.123     2.355
   22          inf   5.2638e+08   5.5777e+08   1633    507     0    150    155      3      0   0.127   0.000   0.000   0.128     2.483
   23   5.5580e+08   5.3057e+08   5.5580e+08   1638    507     0    150    145      0      0   0.125   0.000   0.000   0.126     2.608
   24   5.5580e+08   5.3057e+08   5.5433e+08   1650    509     0    150    138      2      0   0.125   0.000   0.000   0.127     2.735
   25   5.5580e+08   5.3574e+08   5.5321e+08   1641    511     0    150    159      2      0   0.130   0.000   0.000   0.131     2.866
   26   5.5580e+08   5.3746e+08   5.5215e+08   1656    513     0    150    135      2      0   0.126   0.000   0.000   0.127     2.993
   27   5.5137e+08   5.3839e+08   5.5137e+08   1624    513     0    150    182      0      0   0.136   0.000   0.000   0.138     3.131
   28   5.5137e+08   5.3839e+08   5.5072e+08   1628    515     0    150    146      2      0   0.135   0.000   0.000   0.136     3.267
   29   5.5030e+08   5.4018e+08   5.5030e+08   1650    515     0    150    128      0      0   0.135   0.000   0.000   0.136     3.403
   30   5.4987e+08   5.4210e+08   5.4987e+08   1668    515     0    150    132      0      0   0.145   0.000   0.000   0.146     3.549
   31   5.4954e+08   5.4306e+08   5.4954e+08   1703    515     0    150    115      0      0   0.138   0.000   0.000   0.139     3.689
   32   5.4923e+08   5.4349e+08   5.4923e+08   1701    515     0    150    152      0      0   0.153   0.000   0.000   0.154     3.843
   33   5.4893e+08   5.4469e+08   5.4893e+08   1740    515     0    150    111      0      0   0.143   0.000   0.000   0.144     3.987
   34   5.4893e+08   5.4538e+08   5.4876e+08   1773    516     0    150    117      1      0   0.144   0.000   0.000   0.145     4.132
   35   5.4860e+08   5.4562e+08   5.4860e+08   1783    516     0    150    140      0      0   0.149   0.000   0.000   0.150     4.282
   36   5.4848e+08   5.4635e+08   5.4848e+08   1839    516     0    150     94      0      0   0.143   0.000   0.000   0.144     4.426
   37   5.4836e+08   5.4684e+08   5.4836e+08   1886    516     0    150    103      0      0   0.150   0.000   0.000   0.151     4.577
   38   5.4827e+08   5.4702e+08   5.4827e+08   1884    516     0    150    152      0      0   0.157   0.000   0.000   0.159     4.736
