# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar1000 --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1000 vertices, 5200 arcs, 20026 commodities, 1000 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1000, capped_arcs=5200)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   3.1896e+09   8.9123e+06   2000   1000  1000      0      0      0      0   0.363   0.020   0.001   0.384     0.384
    2          inf   3.1896e+09   8.7512e+07   2000   1000  1000      0      0      0      0   0.025   0.019   0.001   0.045     0.429
    3          inf   3.1896e+09   8.7278e+08   2000   1000   998      0      0      0      0   0.025   0.017   0.001   0.043     0.471
    4          inf   3.1896e+09   3.1897e+09   2000   1538     0      0      0    538      0   0.025   0.016   0.004   0.045     0.516
    5          inf   3.1896e+09   6.1730e+09   2999   1538   602    999      0      0      0   0.748   0.011   0.001   0.765     1.281
    6          inf   3.1896e+09   6.2031e+09   3999   1538   506   1000      0      0      0   1.187   0.011   0.001   1.205     2.487
    7          inf   3.1896e+09   5.7822e+09   4999   1541   435   1000      0      3      0   0.995   0.008   0.001   1.010     3.497
    8          inf   3.1896e+09   5.3774e+09   5999   1546   365   1000      0      5      0   1.227   0.011   0.002   1.245     4.742
    9          inf   3.1896e+09   5.0416e+09   6999   1549   316   1000      0      3      0   1.380   0.011   0.002   1.399     6.141
   10          inf   3.1896e+09   4.7189e+09   7550   1562   256   1000    449     13      0   2.022   0.011   0.002   2.044     8.185
   11          inf   3.1896e+09   4.4296e+09   7932   1583   209   1000    618     21      0   1.498   0.011   0.003   1.520     9.705
   12          inf   3.1896e+09   4.2319e+09   8166   1604   162   1000    766     21      0   1.687   0.011   0.003   1.709    11.414
   13          inf   3.1896e+09   4.0070e+09   8414   1627   122   1000    752     23      0   1.701   0.011   0.003   1.723    13.136
   14          inf   3.1896e+09   3.8396e+09   8675   1652    77   1000    739     25      0   1.915   0.011   0.003   1.937    15.073
   15          inf   3.1896e+09   3.6949e+09   8971   1705    40   1000    704     53      0   1.896   0.010   0.003   1.919    16.992
   16          inf   3.1896e+09   3.6271e+09   9175   1726    24   1000    796     21      0   1.964   0.010   0.003   1.986    18.978
   17          inf   3.1896e+09   3.5678e+09   9447   1751     6   1000    728     25      0   1.876   0.010   0.003   1.899    20.877
   18          inf   3.2637e+09   3.5376e+09   9945   1759     0   1000    502      8      0   1.559   0.010   0.003   1.580    22.457
   19          inf   3.3149e+09   3.5247e+09  10381   1767     0   1000    564      8      0   1.564   0.011   0.003   1.587    24.044
   20          inf   3.3320e+09   3.5111e+09  10801   1777     0   1000    580     10      0   1.501   0.011   0.003   1.525    25.568
   21          inf   3.3320e+09   3.5003e+09  11081   1783     0   1000    720      6      0   1.552   0.011   0.003   1.576    27.145
   22          inf   3.3384e+09   3.4898e+09  11244   1786     0   1000    837      3      0   1.636   0.010   0.003   1.659    28.804
   23          inf   3.3739e+09   3.4829e+09  11498   1790     0   1000    746      4      0   1.618   0.010   0.003   1.641    30.445
   24          inf   3.3814e+09   3.4773e+09  11127   1794     0   1000   1371      4      0   1.658   0.011   0.003   1.685    32.130
