# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz --solver copt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_trips.tntp.gz coef=7.0
Instance: 13389 vertices, 40003 arcs, 1151166 commodities, 1489 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1489, capped_arcs=40003)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   2.5095e+07   2.6999e+04   2978   1489  1489      0      0      0      0   0.261   0.341   0.003   0.605     0.605
    2          inf   2.5095e+07   2.6971e+05   2978   1489  1485      0      0      0      0   0.088   0.337   0.003   0.428     1.033
    3          inf   2.5095e+07   2.6695e+06   2978   1489  1438      0      0      0      0   0.088   0.337   0.003   0.429     1.461
    4          inf   2.5095e+07   1.7209e+07   2978   1625   442      0      0    136      0   0.064   0.331   0.007   0.402     1.864
    5          inf   2.5095e+07   3.7087e+07   4454   1736   836   1476      0    111      0   0.233   0.176   0.006   0.566     2.430
    6          inf   2.5095e+07   1.1360e+08   5902   1795   740   1489     41     59      0   0.492   0.172   0.009   0.882     3.312
    7          inf   2.5095e+07   3.0583e+08   7391   1821   756   1489      0     26      0   0.699   0.168   0.014   1.069     4.381
    8          inf   2.5095e+07   8.6726e+08   8880   1854   641   1489      0     33      0   0.835   0.170   0.007   1.206     5.587
    9          inf   2.5095e+07   1.7714e+09  10369   1895   572   1489      0     41      0   1.075   0.177   0.008   1.447     7.034
   10          inf   2.5095e+07   2.8379e+09  11323   1932   401   1488    534     66     29   1.321   0.167   0.033   1.786     8.820
   11          inf   2.5095e+07   4.0829e+09  11802   1989   386   1489   1010     73     16   1.663   0.181   0.010   2.128    10.948
   12          inf   2.5095e+07   5.6841e+09  12339   2070   276   1489    952     90      9   1.966   0.192   0.018   2.460    13.408
   13          inf   2.5095e+07   5.0132e+09  12746   2136   162   1489   1082     73      7   2.556   0.178   0.028   3.070    16.478
   14          inf   2.5095e+07   3.6909e+09  13181   2181   111   1489   1054     61     16   3.112   0.178   0.038   3.638    20.116
   15          inf   2.5095e+07   4.2520e+08  13508   2274     9   1489   1162     97      4   3.719   0.187   0.014   4.250    24.366
   16          inf   2.5095e+07   2.5928e+07  13807   2285     0   1489   1190     21     10  10.667   0.178   0.034  11.221    35.587
   17          inf   2.5274e+07   2.5839e+07  14166   2286     0   1489   1130     11     10  10.092   0.175   0.035  10.645    46.232
   18          inf   2.5274e+07   2.5778e+07  14472   2280     0   1489   1183     16     22   4.260   0.172   0.037   4.812    51.044
   19          inf   2.5329e+07   2.5731e+07  14633   2284     0   1489   1328     16     12  10.481   0.175   0.041  11.042    62.086
   20          inf   2.5329e+07   2.5704e+07  14527   2260     0   1489   1595      7     31  11.364   0.176   0.041  11.936    74.023
   21          inf   2.5412e+07   2.5678e+07  13832   2223     0   1489   2184      6     43  11.131   0.175   0.037  11.679    85.701
   22          inf   2.5465e+07   2.5663e+07  13506   2184     0   1489   1815      9     48   9.887   0.173   0.036  10.432    96.133
   23          inf   2.5465e+07   2.5644e+07  13450   2168     0   1489   1545     18     34   3.770   0.173   0.034   4.303   100.436
   24          inf   2.5484e+07   2.5633e+07  13575   2164     0   1489   1364     14     18   3.640   0.175   0.034   4.161   104.598
   25          inf   2.5484e+07   2.5624e+07  13675   2155     0   1489   1389     11     20   3.583   0.174   0.034   4.108   108.705
   26          inf   2.5499e+07   2.5616e+07  13749   2154     0   1489   1415     14     15   3.566   0.174   0.034   4.094   112.799
   27          inf   2.5510e+07   2.5610e+07  13782   2151     0   1489   1456     11     14   3.590   0.171   0.034   4.120   116.919
   28          inf   2.5516e+07   2.5604e+07  13824   2146     0   1488   1446      9     14   3.623   0.173   0.036   4.156   121.075
   29          inf   2.5523e+07   2.5601e+07  13740   2142     0   1489   1573      9     13   3.649   0.173   0.035   4.177   125.252
   30          inf   2.5538e+07   2.5597e+07  13816   2131     0   1489   1413      8     19   3.621   0.171   0.034   4.146   129.398
   31          inf   2.5542e+07   2.5594e+07  13818   2123     0   1489   1487      6     14   3.567   0.178   0.038   4.114   133.512
