# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_trips.tntp.gz coef=7.0
Instance: 13389 vertices, 40003 arcs, 1151166 commodities, 1489 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1489, capped_arcs=40003)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   2.5095e+07   2.9294e+04   2978   1489  1489      0      0      0      0   0.368   0.336   0.007   0.711     0.711
    2          inf   2.5095e+07   2.6974e+05   2978   1489  1485      0      0      0      0   0.025   0.342   0.008   0.375     1.085
    3          inf   2.5095e+07   2.6695e+06   2978   1489  1439      0      0      0      0   0.030   0.341   0.008   0.378     1.464
    4          inf   2.5095e+07   1.7209e+07   2978   1625   445      0      0    136      0   0.032   0.340   0.010   0.382     1.846
    5          inf   2.5095e+07   3.7130e+07   4456   1734   832   1478      0    109      0   0.110   0.178   0.008   0.486     2.332
    6          inf   2.5095e+07   1.1358e+08   5907   1795   738   1489     38     61      0   0.536   0.170   0.012   0.924     3.256
    7          inf   2.5095e+07   2.9389e+08   7396   1817   728   1489      0     22      0   1.467   0.182   0.006   1.830     5.086
    8          inf   2.5095e+07   6.6374e+08   8885   1843   548   1489      0     26      0   1.261   0.168   0.020   1.627     6.713
    9          inf   2.5095e+07   8.7226e+08  10374   1922   343   1489      0     79      0   1.472   0.167   0.026   1.839     8.552
   10          inf   2.5095e+07   8.0763e+08  11370   2035   198   1489    493    113      0   2.127   0.170   0.032   2.558    11.110
   11          inf   2.5095e+07   5.9591e+08  11988   2103   155   1489    871     68      0   2.485   0.173   0.034   2.909    14.019
