# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid15 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1225 vertices, 4760 arcs, 32000 commodities, 1225 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1225, capped_arcs=4760)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   3.5815e+09   1.2250e+05   2450   1225  1225      0      0      0      0   0.008   0.020   0.001   0.029     0.029
    2          inf   3.5815e+09   1.2250e+06   2450   1225  1225      0      0      0      0   0.000   0.019   0.001   0.020     0.049
    3          inf   3.5815e+09   1.2250e+07   2450   1225  1225      0      0      0      0   0.000   0.019   0.001   0.020     0.069
    4          inf   3.5815e+09   1.2250e+08   2450   1225  1225      0      0      0      0   0.000   0.018   0.001   0.019     0.088
    5          inf   3.5815e+09   1.2248e+09   2450   1225  1223      0      0      0      0   0.000   0.017   0.001   0.018     0.106
    6          inf   3.5815e+09   3.5815e+09   2450   1483     0      0      0    258      0   0.000   0.016   0.004   0.021     0.126
    7          inf   3.5815e+09   7.2061e+09   3675   1483   561   1225      0      0      0   0.240   0.009   0.001   0.261     0.388
    8          inf   3.5815e+09   1.0852e+10   4900   1484   605   1225      0      1      0   0.278   0.013   0.002   0.306     0.693
    9          inf   3.5815e+09   2.2638e+10   6125   1497   291   1225      0     13      0   0.294   0.013   0.004   0.323     1.016
   10          inf   3.5815e+09   2.0848e+10   7350   1506   187   1225      0      9      0   0.429   0.013   0.004   0.456     1.473
   11          inf   3.5815e+09   6.2935e+09   8575   1541    31   1225      0     35      0   0.437   0.014   0.004   0.471     1.944
   12          inf   3.5815e+09   3.6017e+09   9576   1429     0   1225    224     11    123   0.809   0.015   0.007   0.849     2.792
   13          inf   3.5869e+09   3.5992e+09  10240   1437     0   1225    561     10      2   0.411   0.013   0.006   0.446     3.239
   14          inf   3.5881e+09   3.5975e+09  10774   1442     0   1225    691      6      1   0.463   0.013   0.007   0.499     3.738
   15          inf   3.5896e+09   3.5964e+09  11090   1443     0   1225    909      6      5   0.446   0.012   0.007   0.483     4.221
   16          inf   3.5913e+09   3.5957e+09  11312   1446     0   1225   1003      6      3   0.457   0.013   0.008   0.496     4.717
   17          inf   3.5915e+09   3.5952e+09  10965   1439     0   1224   1571      2      9   0.462   0.012   0.007   0.499     5.216
   18          inf   3.5918e+09   3.5947e+09  10691   1429     0   1222   1496      1     11   0.499   0.012   0.008   0.537     5.753
   19          inf   3.5919e+09   3.5943e+09  10694   1429     0   1224   1221      3      3   0.453   0.012   0.007   0.490     6.243
   20          inf   3.5927e+09   3.5941e+09  10646   1425     0   1223   1271      1      5   0.401   0.012   0.007   0.438     6.681
   21          inf   3.5928e+09   3.5939e+09  10655   1427     0   1224   1215      5      3   0.653   0.012   0.007   0.690     7.372
   22          inf   3.5930e+09   3.5937e+09  10749   1431     0   1218   1124      5      1   0.668   0.012   0.007   0.705     8.077
   23          inf   3.5932e+09   3.5936e+09  10851   1431     0   1221   1119      2      2   0.462   0.013   0.008   0.501     8.579
   24          inf   3.5933e+09   3.5936e+09  10917   1428     0   1202   1136      2      5   0.531   0.012   0.007   0.568     9.147
   25          inf   3.5934e+09   3.5936e+09  10791   1429     0   1200   1326      2      1   0.466   0.013   0.008   0.506     9.652
   26   3.5935e+09   3.5934e+09   3.5935e+09  10791   1429     0  *1187      0      0      0   0.535   0.013   0.003   0.551    10.203
CG optimal after 26 iterations. UB=3593533648.566504 LB=3593429848.997666 gap=1.038e+05 tol=3.594e+05  t_LP=9.401  t_PR=0.389  t_SP=0.125  t_Tot=10.233

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid15,tree,26,9566,3593533648.566504,3593429848.997666,1,10.251,9.401,0.389,0.125
