# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Philadelphia_trips.tntp.gz coef=7.0
Instance: 13389 vertices, 40003 arcs, 1151166 commodities, 1489 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1489, capped_arcs=40003)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   2.5095e+07   2.6999e+04   2978   1489  1489      0      0      0      0   0.010   0.353   0.003   0.366     0.366
    2          inf   2.5095e+07   2.6971e+05   2978   1489  1485      0      0      0      0   0.001   0.343   0.003   0.347     0.713
    3          inf   2.5095e+07   2.6695e+06   2978   1489  1438      0      0      0      0   0.001   0.342   0.003   0.346     1.059
    4          inf   2.5095e+07   1.7209e+07   2978   1625   442      0      0    136      0   0.001   0.341   0.010   0.351     1.410
    5          inf   2.5095e+07   3.7087e+07   4454   1736   836   1476      0    111      0   0.194   0.181   0.007   0.571     1.982
    6          inf   2.5095e+07   1.1360e+08   5902   1795   740   1489     41     59      0   0.451   0.186   0.010   0.860     2.841
    7          inf   2.5095e+07   3.0583e+08   7391   1820   756   1489      0     25      0   0.940   0.169   0.020   1.321     4.162
    8          inf   2.5095e+07   8.6726e+08   8880   1853   641   1489      0     33      0   1.084   0.181   0.014   1.475     5.637
    9          inf   2.5095e+07   1.7585e+09  10369   1895   574   1489      0     42      0   1.614   0.178   0.029   2.019     7.656
   10          inf   2.5095e+07   2.8609e+09  11315   1940   400   1489    543     75     30   2.639   0.170   0.037   3.102    10.758
   11          inf   2.5095e+07   4.2140e+09  11777   1992   395   1489   1027     68     16   2.033   0.178   0.041   2.497    13.255
   12          inf   2.5095e+07   6.2796e+09  12307   2059   303   1489    959     75      8   3.155   0.181   0.039   3.636    16.892
   13          inf   2.5095e+07   6.1033e+09  12722   2111   189   1489   1074     60      8   3.233   0.190   0.033   3.717    20.609
   14          inf   2.5095e+07   4.0999e+09  13142   2182    94   1489   1069     83     12   4.662   0.187   0.051   5.163    25.772
   15          inf   2.5095e+07   8.0350e+08  13526   2252    28   1489   1105     78      8   6.185   0.193   0.039   6.687    32.459
   16          inf   2.5095e+07   2.5926e+07  13688   2275     0   1489   1327     30      7   7.786   0.182   0.066   8.300    40.759
   17          inf   2.5204e+07   2.5840e+07  14123   2261     0   1489   1054      8     22   7.292   0.180   0.059   7.802    48.562
   18          inf   2.5304e+07   2.5785e+07  14480   2268     0   1489   1132     16      9   6.835   0.179   0.062   7.355    55.917
   19          inf   2.5340e+07   2.5740e+07  14685   2273     0   1489   1284     18     13   6.487   0.179   0.062   7.010    62.927
   20          inf   2.5350e+07   2.5709e+07  14619   2255     0   1489   1555      8     26   6.399   0.175   0.063   6.911    69.838
   21          inf   2.5371e+07   2.5683e+07  13943   2228     0   1489   2165      8     35   6.859   0.177   0.065   7.367    77.206
   22          inf   2.5443e+07   2.5664e+07  13659   2197     0   1489   1773      6     37   5.307   0.179   0.060   5.826    83.031
   23          inf   2.5470e+07   2.5651e+07  13592   2174     0   1489   1556     16     39   5.433   0.176   0.057   5.930    88.961
   24          inf   2.5470e+07   2.5638e+07  13533   2159     0   1489   1548      6     21   5.929   0.175   0.057   6.437    95.398
   25          inf   2.5489e+07   2.5628e+07  13631   2145     0   1489   1391     13     27   5.493   0.175   0.059   5.982   101.380
   26          inf   2.5498e+07   2.5619e+07  13638   2147     0   1489   1482     12     10   5.328   0.174   0.062   5.820   107.200
   27          inf   2.5515e+07   2.5613e+07  13754   2149     0   1489   1373     14     12   5.461   0.172   0.061   5.962   113.162
   28          inf   2.5522e+07   2.5607e+07  13755   2148     0   1489   1488     10     11   5.419   0.175   0.058   5.910   119.072
   29          inf   2.5530e+07   2.5602e+07  13798   2145     0   1489   1446      8     11   4.717   0.171   0.059   5.207   124.280
   30          inf   2.5536e+07   2.5598e+07  13901   2134     0   1489   1386      4     15   5.798   0.171   0.061   6.291   130.570
   31          inf   2.5536e+07   2.5595e+07  13951   2130     0   1489   1439     10     14   6.608   0.172   0.059   7.106   137.677
   32          inf   2.5547e+07   2.5593e+07  13924   2130     0   1488   1515      7      7   5.631   0.168   0.060   6.121   143.797
   33          inf   2.5547e+07   2.5590e+07  13883   2127     0   1488   1529      8     11   5.572   0.170   0.059   6.056   149.854
   34          inf   2.5552e+07   2.5588e+07  13980   2127     0   1489   1392     10     10   5.836   0.162   0.060   6.321   156.175
   35          inf   2.5552e+07   2.5586e+07  14080   2123     0   1488   1388      5      9   5.647   0.162   0.060   6.133   162.308
   36          inf   2.5552e+07   2.5585e+07  14087   2128     0   1488   1481      8      3   5.582   0.168   0.060   6.074   168.383
