# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar150 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 150 vertices, 850 arcs, 2239 commodities, 150 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=150, capped_arcs=850)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   4.6091e+08   2.8355e+07    300    150   150      0      0      0      0   0.007   0.001   0.000   0.007     0.007
    2          inf   4.6091e+08   2.7752e+08    300    150   137      0      0      0      0   0.000   0.001   0.000   0.001     0.008
    3          inf   4.6091e+08   4.6091e+08    300    366     0      0      0    216      0   0.000   0.000   0.000   0.001     0.009
    4          inf   4.6091e+08   1.9672e+09    447    366   120    147      0      0      0   0.036   0.000   0.000   0.037     0.046
    5          inf   4.6091e+08   1.1631e+10    597    366   109    150      0      0      0   0.038   0.000   0.000   0.039     0.085
    6          inf   4.6091e+08   3.5622e+10    747    370   103    150      0      4      0   0.032   0.000   0.000   0.034     0.119
    7          inf   4.6091e+08   6.3698e+10    897    372    88    150      0      2      0   0.035   0.000   0.000   0.037     0.155
    8          inf   4.6091e+08   5.5124e+10   1047    379    69    150      0      7      0   0.044   0.000   0.000   0.045     0.200
    9          inf   4.6091e+08   4.2550e+10   1131    383    55    150     66     15     11   0.048   0.000   0.000   0.050     0.250
   10          inf   4.6091e+08   3.5557e+10   1212    400    48    150     69     17      0   0.060   0.000   0.000   0.062     0.312
   11          inf   4.6091e+08   2.8457e+10   1255    409    35    150    107      9      0   0.064   0.000   0.000   0.066     0.378
   12          inf   4.6091e+08   2.0793e+10   1309    435    37    150     96     26      0   0.066   0.000   0.000   0.067     0.446
   13          inf   4.6091e+08   1.8978e+10   1359    443    28    150    100      8      0   0.077   0.000   0.000   0.078     0.524
   14          inf   4.6091e+08   1.1473e+10   1417    463    21    150     92     20      0   0.082   0.000   0.000   0.084     0.607
   15          inf   4.6091e+08   8.1485e+09   1459    477    17    150    108     14      0   0.084   0.000   0.001   0.087     0.694
   16          inf   4.6091e+08   3.6667e+09   1511    454     5    150     98     15     38   0.088   0.000   0.001   0.090     0.784
   17          inf   4.6091e+08   6.0996e+08   1534    478     0    150    127     26      2   0.140   0.000   0.001   0.142     0.926
   18          inf   4.6091e+08   5.9436e+08   1571    475     0    150    113      6      9   0.109   0.000   0.001   0.111     1.038
   19          inf   4.7027e+08   5.8420e+08   1610    472     0    150    111      3      6   0.109   0.000   0.001   0.111     1.149
   20          inf   4.7311e+08   5.7876e+08   1638    474     0    150    122      3      1   0.099   0.000   0.001   0.101     1.250
   21          inf   4.8894e+08   5.7454e+08   1644    472     0    150    144      2      4   0.106   0.000   0.001   0.108     1.357
   22          inf   5.0273e+08   5.7110e+08   1634    465     0    150    160      4     11   0.106   0.000   0.001   0.108     1.465
   23          inf   5.0734e+08   5.6745e+08   1583    444     0    150    201      3     24   0.116   0.000   0.001   0.118     1.583
   24          inf   5.0928e+08   5.6486e+08   1554    431     0    150    179      4     17   0.085   0.000   0.000   0.086     1.669
   25          inf   5.1912e+08   5.6266e+08   1558    423     0    150    146      4     12   0.095   0.000   0.000   0.097     1.766
   26          inf   5.2589e+08   5.6020e+08   1560    421     0    150    148      6      8   0.083   0.000   0.000   0.085     1.851
   27          inf   5.2589e+08   5.5795e+08   1581    421     0    150    129      4      4   0.093   0.000   0.001   0.095     1.946
   28          inf   5.2661e+08   5.5615e+08   1591    426     0    150    140      8      3   0.083   0.000   0.000   0.085     2.031
   29          inf   5.3233e+08   5.5504e+08   1603    425     0    150    138      3      4   0.083   0.000   0.000   0.084     2.115
   30          inf   5.3254e+08   5.5379e+08   1603    424     0    150    150      3      4   0.085   0.000   0.000   0.087     2.202
   31          inf   5.3609e+08   5.5285e+08   1602    418     0    150    151      2      8   0.075   0.000   0.000   0.077     2.279
   32          inf   5.3697e+08   5.5185e+08   1600    422     0    150    152      5      1   0.078   0.000   0.001   0.080     2.358
   33          inf   5.3983e+08   5.5128e+08   1609    422     0    150    141      2      2   0.079   0.000   0.000   0.081     2.439
   34          inf   5.3998e+08   5.5068e+08   1589    417     0    150    170      3      8   0.081   0.000   0.000   0.083     2.522
   35   5.5017e+08   5.4063e+08   5.5017e+08   1607    414     0    150    132      0      3   0.070   0.000   0.000   0.071     2.593
   36   5.5017e+08   5.4253e+08   5.4972e+08   1601    413     0    150    156      1      2   0.061   0.000   0.000   0.062     2.656
   37   5.5017e+08   5.4347e+08   5.4923e+08   1600    410     0    150    151      2      5   0.069   0.000   0.000   0.071     2.726
   38   5.5017e+08   5.4347e+08   5.4895e+08   1616    411     0    150    134      2      1   0.064   0.000   0.001   0.066     2.792
   39   5.5017e+08   5.4539e+08   5.4878e+08   1617    406     0    150    149      1      6   0.069   0.000   0.000   0.071     2.863
   40   5.5017e+08   5.4569e+08   5.4859e+08   1612    402     0    150    155      3      7   0.070   0.000   0.001   0.071     2.935
   41   5.4845e+08   5.4572e+08   5.4845e+08   1618    399     0    150    144      0      3   0.062   0.000   0.000   0.063     2.998
   42   5.4836e+08   5.4662e+08   5.4836e+08   1626    398     0    150    142      0      1   0.073   0.000   0.000   0.075     3.073
   43   5.4836e+08   5.4704e+08   5.4829e+08   1630    399     0    149    145      1      0   0.066   0.000   0.001   0.068     3.140
   44   5.4822e+08   5.4708e+08   5.4822e+08   1631    399     0    150    149      0      0   0.066   0.000   0.000   0.067     3.207
   45   5.4817e+08   5.4736e+08   5.4817e+08   1647    399     0    149    133      0      0   0.069   0.000   0.000   0.070     3.277
   46   5.4817e+08   5.4771e+08   5.4813e+08   1658    398     0    149    138      1      2   0.070   0.000   0.001   0.072     3.349
   47   5.4817e+08   5.4771e+08   5.4811e+08   1651    399     0    150    157      2      1   0.063   0.000   0.000   0.065     3.415
   48   5.4810e+08   5.4792e+08   5.4810e+08   1632    399     0    149    168      0      0   0.068   0.000   0.000   0.069     3.484
   49   5.4809e+08   5.4803e+08   5.4809e+08   1648    399     0    150    134      0      0   0.066   0.000   0.000   0.067     3.551
   50   5.4809e+08   5.4807e+08   5.4809e+08   1648    399     0   *149      0      0      0   0.066   0.000   0.000   0.066     3.618
CG optimal after 50 iterations. UB=548087638.396675 LB=548067838.522624 gap=1.980e+04 tol=5.481e+04  t_LP=3.537  t_PR=0.019  t_SP=0.020  t_Tot=3.621

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/planar/planar150,tree,50,1498,548087638.396675,548067838.522624,1,3.626,3.537,0.019,0.020
