# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar1000 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1000 vertices, 5200 arcs, 20026 commodities, 1000 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1000, capped_arcs=5200)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   3.1896e+09   8.7300e+06   2000   1000  1000      0      0      0      0   0.008   0.016   0.001   0.025     0.025
    2          inf   3.1896e+09   8.7300e+07   2000   1000  1000      0      0      0      0   0.000   0.016   0.001   0.017     0.042
    3          inf   3.1896e+09   8.7275e+08   2000   1000   998      0      0      0      0   0.000   0.015   0.001   0.016     0.058
    4          inf   3.1896e+09   3.1897e+09   2000   1538     0      0      0    538      0   0.000   0.015   0.006   0.021     0.078
    5          inf   3.1896e+09   6.1730e+09   2999   1538   602    999      0      0      0   0.701   0.008   0.001   0.720     0.799
    6          inf   3.1896e+09   2.5922e+10   3999   1538   647   1000      0      0      0   0.638   0.012   0.001   0.661     1.460
    7          inf   3.1896e+09   7.5058e+10   4998   1539   650    999      0      1      0   0.949   0.011   0.004   0.976     2.435
    8          inf   3.1896e+09   2.9317e+11   5998   1542   458   1000      0      3      0   0.996   0.011   0.006   1.024     3.459
    9          inf   3.1896e+09   3.0933e+11   6998   1555   342   1000      0     13      0   0.826   0.011   0.005   0.853     4.312
   10          inf   3.1896e+09   2.5282e+11   7630   1562   275   1000    368      7      0   1.138   0.011   0.007   1.172     5.485
   11          inf   3.1896e+09   1.8692e+11   7904   1608   201   1000    726     46      0   1.408   0.011   0.012   1.447     6.931
   12          inf   3.1896e+09   1.5518e+11   8174   1636   172   1000    730     28      0   1.186   0.011   0.007   1.220     8.151
   13          inf   3.1896e+09   1.1444e+11   8348   1663   121   1000    826     27      0   1.351   0.012   0.009   1.389     9.540
   14          inf   3.1896e+09   7.3610e+10   8565   1703    82   1000    783     40      0   1.275   0.011   0.009   1.310    10.851
   15          inf   3.1896e+09   4.6825e+10   8801   1714    47   1000    764     29     18   1.419   0.011   0.008   1.457    12.307
   16          inf   3.1896e+09   2.0670e+10   9030   1566    21   1000    771     31    179   1.216   0.011   0.009   1.253    13.560
   17          inf   3.1896e+09   3.5640e+09   9198   1571     0   1000    832     29     24   1.496   0.011   0.007   1.530    15.090
   18          inf   3.2368e+09   3.5432e+09   9339   1576     0   1000    859     13      8   1.319   0.010   0.007   1.352    16.442
   19          inf   3.2943e+09   3.5302e+09   9502   1582     0   1000    837     13      7   1.238   0.011   0.007   1.273    17.714
   20          inf   3.3041e+09   3.5191e+09   9582   1571     0   1000    920      8     19   1.456   0.011   0.007   1.490    19.204
   21          inf   3.3041e+09   3.5078e+09   9578   1573     0   1000   1004     11      9   1.223   0.011   0.007   1.258    20.462
   22          inf   3.3443e+09   3.4975e+09   9324   1565     0   1000   1254     17     25   1.345   0.012   0.007   1.383    21.845
   23          inf   3.3443e+09   3.4886e+09   9168   1541     0   1000   1156      2     26   1.308   0.011   0.007   1.342    23.187
   24          inf   3.3619e+09   3.4815e+09   9212   1537     0   1000    956     13     17   1.086   0.011   0.007   1.119    24.307
   25          inf   3.3767e+09   3.4755e+09   9282   1526     0   1000    930     12     23   1.137   0.011   0.007   1.170    25.477
   26          inf   3.3778e+09   3.4712e+09   9363   1515     0   1000    919      8     19   0.952   0.010   0.007   0.986    26.462
   27          inf   3.3942e+09   3.4670e+09   9313   1520     0   1000   1050     13      8   1.016   0.011   0.008   1.051    27.513
   28          inf   3.4054e+09   3.4639e+09   9372   1510     0   1000    941     11     21   1.067   0.011   0.008   1.101    28.614
   29          inf   3.4127e+09   3.4617e+09   9311   1498     0   1000   1061      6     18   1.218   0.011   0.008   1.253    29.867
   30          inf   3.4195e+09   3.4597e+09   9356   1497     0   1000    955      7      8   1.056   0.011   0.007   1.089    30.956
   31          inf   3.4227e+09   3.4579e+09   9381   1491     0   1000    975     10     16   0.968   0.011   0.007   1.002    31.957
   32          inf   3.4245e+09   3.4563e+09   9375   1492     0   1000   1006     11     10   1.128   0.011   0.007   1.162    33.119
   33          inf   3.4245e+09   3.4550e+09   9392   1495     0   1000    983      8      5   0.885   0.011   0.008   0.919    34.037
   34          inf   3.4305e+09   3.4538e+09   9411   1497     0   1000    981      9      7   0.897   0.011   0.007   0.930    34.967
   35          inf   3.4348e+09   3.4529e+09   9430   1496     0   1000    981      8      9   0.893   0.011   0.008   0.927    35.895
   36          inf   3.4366e+09   3.4521e+09   9451   1497     0   1000    979      4      3   0.982   0.011   0.008   1.016    36.911
   37          inf   3.4384e+09   3.4515e+09   9463   1498     0   1000    988      6      5   1.083   0.012   0.008   1.119    38.030
   38          inf   3.4411e+09   3.4511e+09   9516   1500     0   1000    947      8      6   1.140   0.010   0.007   1.174    39.204
   39          inf   3.4427e+09   3.4507e+09   9471   1495     0   1000   1045      2      7   1.080   0.008   0.008   1.111    40.315
   40          inf   3.4434e+09   3.4505e+09   9455   1496     0   1000   1016      4      3   1.114   0.011   0.007   1.148    41.463
   41          inf   3.4451e+09   3.4502e+09   9466   1496     0   1000    989      4      4   1.083   0.011   0.008   1.117    42.580
