# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid13 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 900 vertices, 3480 arcs, 12000 commodities, 900 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=900, capped_arcs=3480)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   1.1535e+09   9.0000e+04   1800    900   900      0      0      0      0   0.007   0.012   0.000   0.020     0.020
    2          inf   1.1535e+09   9.0000e+05   1800    900   900      0      0      0      0   0.001   0.009   0.000   0.010     0.030
    3          inf   1.1535e+09   9.0000e+06   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.009     0.039
    4          inf   1.1535e+09   9.0000e+07   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.010     0.049
    5          inf   1.1535e+09   8.3935e+08   1800    900   628      0      0      0      0   0.000   0.009   0.000   0.009     0.058
    6          inf   1.1535e+09   1.1535e+09   1800   1187     0      0      0    287      0   0.000   0.008   0.002   0.011     0.069
    7          inf   1.1535e+09   3.4211e+09   2693   1187   535    893      0      0      0   0.207   0.005   0.000   0.217     0.287
    8          inf   1.1535e+09   5.8576e+09   3591   1191   476    898      0      4      0   0.229   0.007   0.001   0.242     0.529
    9          inf   1.1535e+09   1.2883e+10   4491   1200   274    900      0      9      0   0.251   0.007   0.001   0.266     0.795
   10          inf   1.1535e+09   1.0218e+10   5391   1246   104    900      0     46      0   0.308   0.007   0.003   0.323     1.118
   11          inf   1.1535e+09   5.0464e+09   6291   1277    53    900      0     31      0   0.375   0.007   0.003   0.391     1.509
   12          inf   1.1535e+09   1.1626e+09   6972   1193     0    900    219     30    114   0.693   0.007   0.003   0.712     2.220
   13          inf   1.1562e+09   1.1617e+09   7467   1209     0    900    405     17      1   0.365   0.006   0.004   0.384     2.605
   14          inf   1.1571e+09   1.1611e+09   7949   1225     0    900    418     18      2   0.442   0.006   0.003   0.461     3.065
   15          inf   1.1575e+09   1.1606e+09   8309   1229     0    900    540      6      2   0.563   0.006   0.003   0.584     3.649
   16          inf   1.1580e+09   1.1602e+09   8450   1226     0    899    758      6      9   0.508   0.006   0.004   0.528     4.178
   17          inf   1.1585e+09   1.1599e+09   8201   1215     0    900   1149      3     14   0.507   0.006   0.004   0.527     4.704
   18          inf   1.1587e+09   1.1597e+09   7979   1205     0    898   1120      5     15   0.473   0.006   0.004   0.494     5.198
   19          inf   1.1587e+09   1.1596e+09   8023   1202     0    896    852      7     10   0.429   0.006   0.004   0.448     5.647
   20          inf   1.1589e+09   1.1595e+09   8024   1199     0    896    895      4      7   0.413   0.006   0.004   0.432     6.079
   21          inf   1.1591e+09   1.1594e+09   8007   1196     0    891    908      3      6   0.531   0.005   0.004   0.553     6.632
   22          inf   1.1592e+09   1.1594e+09   8001   1193     0    885    891      2      5   0.441   0.007   0.004   0.461     7.093
   23          inf   1.1592e+09   1.1594e+09   7997   1191     0    876    880      2      4   0.406   0.006   0.004   0.426     7.519
   24          inf   1.1593e+09   1.1593e+09   8027   1190     0    863    833      1      2   0.430   0.006   0.004   0.449     7.968
   25          inf   1.1593e+09   1.1593e+09   8045   1189     0    857    839      5      6   0.420   0.006   0.004   0.440     8.408
   26          inf   1.1593e+09   1.1593e+09   7982   1190     0    825    888      2      1   0.422   0.004   0.005   0.440     8.848
   27          inf   1.1593e+09   1.1593e+09   8004   1190     0    798    776      2      2   0.442   0.004   0.004   0.459     9.308
   28          inf   1.1593e+09   1.1593e+09   7761   1190     0    477    720      1      1   0.433   0.006   0.004   0.451     9.759
   29   1.1593e+09   1.1593e+09   1.1593e+09   7761   1190     0   *126      0      0      0   0.425   0.006   0.002   0.433    10.192
CG optimal after 29 iterations. UB=1159320948.073189 LB=1159319609.777327 gap=1.338e+03 tol=1.159e+05  t_LP=9.722  t_PR=0.213  t_SP=0.079  t_Tot=10.209

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid13,tree,29,6861,1159320948.073189,1159319609.777327,1,10.220,9.722,0.213,0.079
