# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar150 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 150 vertices, 850 arcs, 2239 commodities, 150 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=150, capped_arcs=850)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf         -inf   2.8355e+07    300    150   150      0      0      0      0   0.010   0.001   0.000   0.011     0.011
    2          inf         -inf   2.7752e+08    300    150   137      0      0      0      0   0.000   0.001   0.000   0.001     0.012
    3          inf         -inf   4.6091e+08    300    366     0      0      0    216      0   0.000   0.001   0.000   0.001     0.013
    4          inf         -inf   1.1031e+09    447    366   120    147      0      0      0   0.037   0.000   0.000   0.038     0.052
    5          inf         -inf   1.0135e+09    597    366    96    150      0      0      0   0.034   0.000   0.000   0.036     0.087
    6          inf         -inf   9.2094e+08    747    370    87    150      0      4      0   0.033   0.000   0.000   0.034     0.121
    7          inf         -inf   8.1675e+08    897    379    66    150      0      9      0   0.041   0.000   0.000   0.042     0.163
    8          inf         -inf   7.9716e+08   1047    380    61    150      0      1      0   0.051   0.000   0.000   0.052     0.215
    9          inf         -inf   7.1967e+08   1119    322    47    150     78     15     73   0.045   0.000   0.000   0.047     0.262
   10          inf         -inf   6.8352e+08   1200    351    38    150     69     29      0   0.024   0.000   0.000   0.026     0.288
   11          inf         -inf   6.5664e+08   1262    369    33    150     88     23      5   0.040   0.000   0.000   0.042     0.330
   12          inf         -inf   6.3175e+08   1341    382    27    150     71     16      3   0.044   0.000   0.001   0.046     0.376
   13          inf         -inf   6.1960e+08   1390    403    20    150    101     22      1   0.059   0.000   0.000   0.061     0.437
   14          inf         -inf   6.0371e+08   1443    423    13    150     97     21      1   0.056   0.000   0.000   0.057     0.494
   15          inf         -inf   5.9103e+08   1499    426     9    150     94      6      3   0.075   0.000   0.001   0.077     0.571
   16          inf         -inf   5.8051e+08   1544    440     4    150    105     17      3   0.066   0.000   0.001   0.068     0.639
   17          inf         -inf   5.7605e+08   1566    442     3    150    128      5      3   0.084   0.000   0.001   0.086     0.725
   18          inf         -inf   5.7122e+08   1581    452     2    150    135     13      3   0.076   0.000   0.001   0.078     0.803
   19          inf         -inf   5.6717e+08   1607    455     1    150    124      5      2   0.089   0.000   0.001   0.091     0.893
   20          inf         -inf   5.6354e+08   1609    455     1    150    148      5      5   0.086   0.000   0.001   0.088     0.982
   21          inf         -inf   5.6122e+08   1613    458     0    150    146     10      7   0.085   0.000   0.001   0.087     1.069
   22          inf         -inf   5.5859e+08   1594    452     0    150    169      2      8   0.095   0.000   0.001   0.097     1.166
   23          inf         -inf   5.5675e+08   1588    451     0    150    156      3      4   0.085   0.000   0.001   0.087     1.252
   24          inf         -inf   5.5532e+08   1593    443     0    150    145      2     10   0.082   0.000   0.001   0.084     1.337
   25          inf         -inf   5.5414e+08   1597    433     0    150    146      1     11   0.069   0.000   0.001   0.071     1.407
   26          inf         -inf   5.5305e+08   1604    425     0    150    143      2     10   0.071   0.000   0.001   0.073     1.480
   27          inf         -inf   5.5214e+08   1601    411     0    150    153      2     16   0.076   0.000   0.001   0.078     1.558
   28          inf         -inf   5.5135e+08   1618    413     0    150    133      4      2   0.053   0.000   0.000   0.055     1.613
   29          inf         -inf   5.5082e+08   1618    411     0    150    150      2      4   0.065   0.000   0.001   0.067     1.680
   30          inf         -inf   5.5017e+08   1611    406     0    150    157      1      6   0.050   0.000   0.000   0.052     1.732
   31          inf         -inf   5.4972e+08   1616    410     0    150    145      6      2   0.053   0.000   0.001   0.054     1.787
   32          inf         -inf   5.4941e+08   1615    409     0    150    151      1      2   0.066   0.000   0.001   0.068     1.854
   33          inf         -inf   5.4908e+08   1615    410     0    150    150      3      2   0.054   0.001   0.001   0.056     1.910
   34          inf         -inf   5.4887e+08   1621    410     0    150    144      1      1   0.062   0.000   0.002   0.065     1.975
   35          inf         -inf   5.4868e+08   1625    407     0    150    146      1      4   0.054   0.000   0.001   0.056     2.031
   36          inf         -inf   5.4850e+08   1634    407     0    150    141      2      2   0.056   0.000   0.001   0.058     2.089
   37   5.4842e+08   5.4608e+08   5.4842e+08   1617    404     0    150    167      0      3   0.060   0.000   0.000   0.061     2.151
   38   5.4832e+08   5.4645e+08   5.4832e+08   1623    404     0    150    144      0      0   0.061   0.000   0.000   0.063     2.214
   39   5.4824e+08   5.4697e+08   5.4824e+08   1616    395     0    150    157      0      9   0.054   0.000   0.000   0.056     2.269
   40   5.4820e+08   5.4741e+08   5.4820e+08   1608    395     0    150    158      0      0   0.055   0.000   0.001   0.059     2.328
   41   5.4820e+08   5.4741e+08   5.4815e+08   1616    399     0    149    141      4      0   0.063   0.000   0.001   0.064     2.392
   42   5.4812e+08   5.4767e+08   5.4812e+08   1622    399     0    150    144      0      0   0.068   0.000   0.000   0.069     2.461
   43   5.4812e+08   5.4767e+08   5.4810e+08   1628    399     0    150    144      1      1   0.062   0.000   0.001   0.064     2.525
   44   5.4809e+08   5.4798e+08   5.4809e+08   1650    398     0    148    126      0      1   0.059   0.000   0.000   0.061     2.586
   45   5.4809e+08   5.4807e+08   5.4809e+08   1650    398     0   *150      0      0      0   0.067   0.000   0.000   0.067     2.653
CG optimal after 45 iterations. UB=548087708.649838 LB=548069001.263765 gap=1.871e+04 tol=5.481e+04  t_LP=2.575  t_PR=0.020  t_SP=0.021  t_Tot=2.656

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
