# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid10 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 625 vertices, 2400 arcs, 2000 commodities, 593 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=593, capped_arcs=2400)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf         -inf   5.9300e+04   1186    593   593      0      0      0      0   0.010   0.005   0.000   0.015     0.015
    2          inf         -inf   5.9300e+05   1186    593   593      0      0      0      0   0.000   0.004   0.000   0.004     0.020
    3          inf         -inf   5.9216e+06   1186    593   590      0      0      0      0   0.000   0.003   0.000   0.004     0.023
    4          inf         -inf   5.5288e+07   1186    593   495      0      0      0      0   0.000   0.003   0.000   0.004     0.027
    5          inf         -inf   1.6218e+08   1186    911     1      0      0    318      0   0.000   0.004   0.001   0.005     0.032
    6          inf         -inf   2.8039e+08   1706    911   271    520      0      0      0   0.104   0.002   0.000   0.108     0.140
    7          inf         -inf   7.6444e+08   2249    914   298    543      0      3      0   0.117   0.002   0.000   0.121     0.261
    8          inf         -inf   9.8313e+08   2810    929   166    561      0     15      0   0.113   0.002   0.001   0.117     0.378
    9          inf         -inf   5.8308e+08   3373    967    73    563      0     38      0   0.128   0.002   0.001   0.133     0.511
   10          inf         -inf   3.4893e+08   3937   1017    32    564      0     50      0   0.183   0.002   0.001   0.189     0.699
   11          inf         -inf   1.6495e+08   4409    978     0    559     87     51     90   0.234   0.002   0.001   0.240     0.939
   12          inf         -inf   1.6463e+08   4710   1014     0    545    244     37      1   0.236   0.002   0.001   0.242     1.182
   13          inf         -inf   1.6450e+08   4997   1030     0    535    248     17      1   0.265   0.002   0.002   0.271     1.453
   14          inf         -inf   1.6439e+08   5208   1041     0    518    307     12      1   0.199   0.002   0.001   0.205     1.658
   15          inf         -inf   1.6430e+08   5340   1048     0    511    379     14      7   0.220   0.002   0.002   0.228     1.885
   16          inf         -inf   1.6425e+08   5249   1049     0    501    592     15     14   0.211   0.002   0.001   0.218     2.103
   17          inf         -inf   1.6421e+08   5108   1037     0    494    635      4     16   0.231   0.002   0.001   0.237     2.341
   18          inf         -inf   1.6418e+08   5085   1028     0    486    509      7     16   0.188   0.002   0.002   0.195     2.536
   19          inf         -inf   1.6416e+08   5017   1020     0    459    527      4     12   0.234   0.002   0.001   0.240     2.776
   20          inf         -inf   1.6414e+08   4957   1027     0    429    489     11      4   0.256   0.002   0.001   0.262     3.038
   21          inf         -inf   1.6413e+08   4844   1028     0    406    519      4      3   0.228   0.002   0.001   0.234     3.272
   22          inf         -inf   1.6412e+08   4777   1023     0    400    467      3      8   0.235   0.002   0.001   0.241     3.513
   23          inf         -inf   1.6412e+08   4673   1026     0    370    474      5      2   0.230   0.002   0.001   0.236     3.749
   24          inf         -inf   1.6411e+08   4600   1024     0    363    436      1      3   0.242   0.002   0.001   0.248     3.997
   25          inf         -inf   1.6411e+08   4497   1022     0    335    438      1      3   0.228   0.002   0.001   0.234     4.231
   26          inf         -inf   1.6411e+08   4447   1023     0    313    363      4      3   0.225   0.002   0.001   0.231     4.462
   27          inf         -inf   1.6411e+08   4365   1018     0    238    320      3      8   0.226   0.002   0.001   0.232     4.694
   28   1.6411e+08   1.6411e+08   1.6411e+08   4365   1018     0   *204      0      0      0   0.208   0.002   0.001   0.211     4.904
CG optimal after 28 iterations. UB=164110956.696530 LB=164110355.095993 gap=6.016e+02 tol=1.641e+04  t_LP=4.754  t_PR=0.080  t_SP=0.028  t_Tot=4.915

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid10,tree,28,3772,164110956.696530,164110355.095993,1,4.920,4.754,0.080,0.028
