# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid13 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 900 vertices, 3480 arcs, 12000 commodities, 900 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=900, capped_arcs=3480)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf         -inf   9.0000e+04   1800    900   900      0      0      0      0   0.012   0.011   0.000   0.023     0.023
    2          inf         -inf   9.0000e+05   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.010     0.033
    3          inf         -inf   9.0000e+06   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.010     0.043
    4          inf         -inf   9.0000e+07   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.009     0.053
    5          inf         -inf   8.3935e+08   1800    900   628      0      0      0      0   0.000   0.009   0.000   0.009     0.062
    6          inf         -inf   1.1535e+09   1800   1187     0      0      0    287      0   0.000   0.009   0.002   0.012     0.074
    7          inf         -inf   3.4211e+09   2693   1187   535    893      0      0      0   0.255   0.005   0.000   0.266     0.340
    8          inf         -inf   3.4150e+09   3593   1190   298    900      0      3      0   0.234   0.007   0.001   0.247     0.587
    9          inf         -inf   2.2163e+09   4493   1219   139    900      0     29      0   0.219   0.007   0.001   0.234     0.822
   10          inf         -inf   1.6754e+09   5393   1242    73    900      0     23      0   0.320   0.007   0.002   0.336     1.157
   11          inf         -inf   1.2183e+09   6293   1285     9    900      0     43      0   0.387   0.007   0.003   0.402     1.559
   12          inf         -inf   1.1628e+09   6968   1190     0    900    225     20    115   0.512   0.006   0.003   0.531     2.090
   13          inf         -inf   1.1619e+09   7540   1205     0    900    328     16      1   0.397   0.007   0.003   0.416     2.507
   14          inf         -inf   1.1611e+09   8034   1221     0    900    406     18      2   0.406   0.007   0.003   0.425     2.932
   15          inf         -inf   1.1606e+09   8298   1219     0    900    636      7      9   0.510   0.007   0.003   0.530     3.462
   16          inf         -inf   1.1603e+09   8446   1222     0    900    752      6      3   0.459   0.006   0.006   0.481     3.942
   17          inf         -inf   1.1600e+09   8164   1214     0    897   1179      4     12   0.477   0.007   0.004   0.497     4.440
   18          inf         -inf   1.1598e+09   7941   1203     0    900   1123      9     20   0.465   0.005   0.004   0.485     4.924
   19          inf         -inf   1.1596e+09   7989   1202     0    897    849      9     10   0.434   0.006   0.004   0.455     5.379
   20          inf         -inf   1.1595e+09   8008   1201     0    897    878      8      9   0.429   0.007   0.004   0.450     5.829
   21          inf         -inf   1.1594e+09   8000   1199     0    896    904      2      4   0.465   0.007   0.004   0.486     6.315
   22          inf         -inf   1.1594e+09   8043   1200     0    889    846      5      4   0.454   0.007   0.004   0.475     6.790
   23          inf         -inf   1.1594e+09   8102   1199     0    887    828      3      4   0.443   0.006   0.004   0.463     7.253
   24          inf         -inf   1.1593e+09   8127   1195     0    869    844      1      5   0.545   0.006   0.005   0.566     7.819
   25          inf         -inf   1.1593e+09   8037   1195     0    861    951      4      4   0.450   0.006   0.004   0.470     8.289
   26          inf         -inf   1.1593e+09   8017   1195     0    839    859      3      3   0.511   0.007   0.004   0.531     8.821
   27          inf         -inf   1.1593e+09   7873   1194     0    746    890      1      2   0.486   0.006   0.006   0.508     9.328
   28          inf         -inf   1.1593e+09   7614   1193     0    383    642      1      2   0.512   0.007   0.004   0.531     9.859
   29   1.1593e+09   1.1593e+09   1.1593e+09   7614   1193     0    *63      0      0      0   0.454   0.007   0.002   0.462    10.321
CG optimal after 29 iterations. UB=1159320950.007625 LB=1159319597.952618 gap=1.352e+03 tol=1.159e+05  t_LP=9.837  t_PR=0.221  t_SP=0.085  t_Tot=10.337

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid13,tree,29,6714,1159320950.007625,1159319597.952618,1,10.346,9.837,0.221,0.085
