# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar1000 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1000 vertices, 5200 arcs, 20026 commodities, 1000 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1000, capped_arcs=5200)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   3.1896e+09   8.7300e+06   2000   1000  1000      0      0      0      0   0.010   0.019   0.001   0.029     0.029
    2          inf   3.1896e+09   8.7300e+07   2000   1000  1000      0      0      0      0   0.000   0.016   0.001   0.017     0.047
    3          inf   3.1896e+09   8.7275e+08   2000   1000   998      0      0      0      0   0.000   0.015   0.001   0.017     0.063
    4          inf   3.1896e+09   3.1897e+09   2000   1538     0      0      0    538      0   0.000   0.014   0.006   0.020     0.083
    5          inf   3.1896e+09   6.1730e+09   2999   1538   602    999      0      0      0   0.661   0.008   0.001   0.679     0.763
    6          inf   3.1896e+09   2.5922e+10   3999   1538   647   1000      0      0      0   0.656   0.011   0.001   0.678     1.441
    7          inf   3.1896e+09   7.5058e+10   4998   1539   650    999      0      1      0   0.907   0.011   0.004   0.933     2.374
    8          inf   3.1896e+09   2.9317e+11   5998   1542   458   1000      0      3      0   0.896   0.011   0.006   0.925     3.299
    9          inf   3.1896e+09   3.0933e+11   6998   1555   341   1000      0     13      0   0.855   0.012   0.007   0.885     4.184
   10          inf   3.1896e+09   2.5282e+11   7630   1430   276   1000    368      7    132   1.422   0.012   0.008   1.458     5.642
   11          inf   3.1896e+09   1.8907e+11   7901   1475   202   1000    729     45      0   0.772   0.010   0.006   0.802     6.444
   12          inf   3.1896e+09   1.5263e+11   8167   1520   164   1000    734     45      0   1.111   0.011   0.007   1.144     7.588
   13          inf   3.1896e+09   1.1306e+11   8323   1535   122   1000    844     29     14   0.907   0.011   0.007   0.941     8.528
   14          inf   3.1896e+09   7.0638e+10   8553   1582    75   1000    770     48      1   1.004   0.012   0.007   1.038     9.566
   15          inf   3.1896e+09   4.0134e+10   8809   1620    44   1000    744     41      3   1.014   0.012   0.006   1.049    10.615
   16          inf   3.1896e+09   1.6882e+10   9051   1658    21   1000    758     43      5   1.178   0.011   0.010   1.215    11.830
   17          inf   3.1896e+09   3.5675e+09   9247   1679     0   1000    804     23      2   1.920   0.010   0.010   1.959    13.789
   18          inf   3.2386e+09   3.5483e+09   9381   1680     0   1000    866      8      7   1.651   0.011   0.009   1.689    15.478
   19          inf   3.2666e+09   3.5335e+09   9544   1566     0   1000    837      3    117   1.781   0.012   0.008   1.819    17.297
   20          inf   3.2772e+09   3.5225e+09   9625   1555     0   1000    919     11     22   1.274   0.011   0.008   1.309    18.606
   21          inf   3.2843e+09   3.5129e+09   9623   1551     0   1000   1002     14     18   1.302   0.012   0.007   1.338    19.944
   22          inf   3.3198e+09   3.5009e+09   9401   1552     0   1000   1222     21     20   1.193   0.012   0.008   1.228    21.172
   23          inf   3.3403e+09   3.4904e+09   9193   1534     0   1000   1208      8     26   1.213   0.012   0.008   1.249    22.421
   24          inf   3.3671e+09   3.4824e+09   9249   1518     0   1000    944     10     26   1.056   0.011   0.007   1.090    23.511
   25          inf   3.3671e+09   3.4773e+09   9306   1515     0   1000    943     14     17   1.194   0.011   0.008   1.229    24.740
   26          inf   3.3777e+09   3.4717e+09   9352   1517     0   1000    954     18     16   1.056   0.011   0.008   1.090    25.831
   27          inf   3.3900e+09   3.4678e+09   9305   1513     0   1000   1047     10     14   1.147   0.011   0.008   1.181    27.012
   28          inf   3.3997e+09   3.4647e+09   9306   1502     0   1000    999      8     19   1.090   0.012   0.009   1.128    28.140
   29          inf   3.4066e+09   3.4620e+09   9343   1505     0   1000    963     20     17   0.927   0.011   0.007   0.962    29.102
   30          inf   3.4137e+09   3.4597e+09   9407   1506     0   1000    936     10      9   0.936   0.011   0.008   0.970    30.072
   31          inf   3.4207e+09   3.4579e+09   9460   1500     0   1000    947      7     13   1.028   0.011   0.008   1.064    31.135
   32          inf   3.4242e+09   3.4565e+09   9437   1505     0   1000   1023     14      9   1.051   0.010   0.007   1.085    32.220
   33          inf   3.4282e+09   3.4550e+09   9475   1508     0   1000    962      7      4   1.267   0.011   0.008   1.302    33.522
   34          inf   3.4298e+09   3.4540e+09   9481   1499     0   1000    994      1     10   1.135   0.011   0.008   1.171    34.693
   35          inf   3.4328e+09   3.4530e+09   9475   1500     0   1000   1006      8      7   1.103   0.011   0.007   1.138    35.831
   36          inf   3.4347e+09   3.4523e+09   9423   1499     0   1000   1052      7      8   1.193   0.011   0.008   1.228    37.059
   37          inf   3.4379e+09   3.4517e+09   9418   1503     0   1000   1005      6      2   1.155   0.008   0.007   1.188    38.247
   38          inf   3.4399e+09   3.4513e+09   9447   1501     0   1000    971      5      7   1.288   0.012   0.008   1.325    39.573
   39          inf   3.4416e+09   3.4509e+09   9450   1499     0   1000    997      4      6   0.987   0.011   0.008   1.023    40.595
   40          inf   3.4431e+09   3.4505e+09   9444   1498     0   1000   1006      4      5   1.072   0.012   0.008   1.108    41.703
   41   3.4503e+09   3.4449e+09   3.4503e+09   9458   1490     0   1000    986      0      8   1.178   0.011   0.003   1.203    42.905
   42   3.4503e+09   3.4459e+09   3.4501e+09   9485   1491     0   1000    973      5      4   1.131   0.009   0.009   1.165    44.071
   43   3.4503e+09   3.4467e+09   3.4499e+09   9534   1491     0   1000    951      1      1   1.191   0.011   0.008   1.228    45.299
   44   3.4503e+09   3.4471e+09   3.4498e+09   9567   1488     0   1000    967      4      7   1.308   0.011   0.008   1.343    46.641
   45   3.4503e+09   3.4479e+09   3.4498e+09   9568   1487     0   1000    999      5      6   1.236   0.012   0.008   1.272    47.913
   46   3.4503e+09   3.4483e+09   3.4497e+09   9569   1484     0   1000    999      1      4   1.325   0.011   0.008   1.360    49.273
   47   3.4503e+09   3.4486e+09   3.4497e+09   9524   1487     0   1000   1045      3      0   1.356   0.011   0.008   1.390    50.664
   48   3.4503e+09   3.4491e+09   3.4496e+09   9510   1487     0   1000   1014      2      2   1.385   0.012   0.008   1.420    52.084
   49   3.4503e+09   3.4492e+09   3.4496e+09   9548   1485     0   1000    962      2      4   1.214   0.012   0.008   1.249    53.333
   50   3.4496e+09   3.4494e+09   3.4496e+09   9548   1485     0  *1000      0      0      0   1.690   0.011   0.003   1.704    55.037
CG optimal after 50 iterations. UB=3449618455.320043 LB=3449370200.142827 gap=2.483e+05 tol=3.450e+05  t_LP=53.429  t_PR=0.596  t_SP=0.334  t_Tot=55.062

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/planar/planar1000,tree,50,8548,3449618455.320043,3449370200.142827,1,55.069,53.429,0.596,0.334
