# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid13 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 900 vertices, 3480 arcs, 12000 commodities, 900 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=900, capped_arcs=3480)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   1.1535e+09   9.0000e+04   1800    900   900      0      0      0      0   0.011   0.010   0.000   0.021     0.021
    2          inf   1.1535e+09   9.0000e+05   1800    900   900      0      0      0      0   0.001   0.008   0.000   0.009     0.030
    3          inf   1.1535e+09   9.0000e+06   1800    900   900      0      0      0      0   0.000   0.008   0.000   0.009     0.039
    4          inf   1.1535e+09   9.0000e+07   1800    900   900      0      0      0      0   0.000   0.009   0.000   0.010     0.049
    5          inf   1.1535e+09   8.3935e+08   1800    900   628      0      0      0      0   0.000   0.008   0.001   0.009     0.058
    6          inf   1.1535e+09   1.1535e+09   1800   1187     0      0      0    287      0   0.000   0.009   0.002   0.012     0.070
    7          inf   1.1535e+09   3.4211e+09   2693   1187   535    893      0      0      0   0.221   0.005   0.000   0.233     0.303
    8          inf   1.1535e+09   5.8576e+09   3591   1191   476    898      0      4      0   0.218   0.007   0.001   0.231     0.534
    9          inf   1.1535e+09   1.2883e+10   4491   1200   274    900      0      9      0   0.259   0.005   0.001   0.272     0.807
   10          inf   1.1535e+09   1.0218e+10   5391   1246   104    900      0     46      0   0.293   0.007   0.003   0.309     1.116
   11          inf   1.1535e+09   5.0397e+09   6291   1278    53    900      0     32      0   0.374   0.007   0.002   0.390     1.505
   12          inf   1.1535e+09   1.1625e+09   6975   1199     0    900    216     33    112   0.623   0.009   0.003   0.645     2.150
   13          inf   1.1559e+09   1.1617e+09   7453   1208     0    900    422     10      1   0.450   0.007   0.003   0.469     2.619
   14          inf   1.1570e+09   1.1610e+09   7950   1222     0    900    403     16      2   0.413   0.007   0.003   0.432     3.051
   15          inf   1.1576e+09   1.1606e+09   8317   1224     0    899    532      4      2   0.417   0.006   0.004   0.438     3.489
   16          inf   1.1581e+09   1.1602e+09   8445   1225     0    900    772     13     12   0.536   0.007   0.004   0.556     4.045
   17          inf   1.1584e+09   1.1600e+09   8191   1219     0    900   1154      5     11   0.658   0.007   0.004   0.679     4.723
   18          inf   1.1586e+09   1.1598e+09   8017   1200     0    898   1072      1     20   0.469   0.006   0.004   0.489     5.213
   19          inf   1.1588e+09   1.1596e+09   7999   1201     0    898    916      8      7   0.478   0.007   0.005   0.499     5.712
   20          inf   1.1589e+09   1.1595e+09   8012   1198     0    896    883      3      6   0.395   0.007   0.004   0.415     6.127
   21          inf   1.1591e+09   1.1594e+09   8013   1194     0    894    893      4      8   0.408   0.007   0.007   0.433     6.559
   22          inf   1.1592e+09   1.1594e+09   8085   1193     0    891    819      1      2   0.404   0.007   0.004   0.425     6.985
   23          inf   1.1592e+09   1.1594e+09   8085   1193     0    880    880      4      4   0.442   0.007   0.004   0.463     7.447
   24          inf   1.1593e+09   1.1593e+09   8109   1192     0    870    846      5      6   0.475   0.007   0.004   0.496     7.943
   25          inf   1.1593e+09   1.1593e+09   8118   1193     0    863    854      3      2   0.441   0.007   0.004   0.462     8.405
   26          inf   1.1593e+09   1.1593e+09   8101   1192     0    851    868      2      3   0.437   0.007   0.005   0.458     8.864
   27          inf   1.1593e+09   1.1593e+09   8096   1191     0    779    784      1      2   0.507   0.006   0.004   0.527     9.391
   28   1.1593e+09   1.1593e+09   1.1593e+09   8096   1191     0   *494      0      0      0   0.466   0.006   0.002   0.474     9.865
CG optimal after 28 iterations. UB=1159320999.289733 LB=1159319491.361370 gap=1.508e+03 tol=1.159e+05  t_LP=9.398  t_PR=0.214  t_SP=0.080  t_Tot=9.880

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid13,tree,28,7196,1159320999.289733,1159319491.361370,1,9.891,9.398,0.214,0.080
