# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar2500 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 2500 vertices, 12990 arcs, 81430 commodities, 2500 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=2500, capped_arcs=12990)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   1.0946e+10   5.1076e+08   5000   2500  2500      0      0      0      0   0.014   0.097   0.001   0.113     0.113
    2          inf   1.0946e+10   5.1045e+09   5000   2500  2483      0      0      0      0   0.001   0.099   0.001   0.102     0.215
    3          inf   1.0946e+10   1.0946e+10   5000   4193     0      0      0   1693      0   0.001   0.100   0.049   0.151     0.365
    4          inf   1.0946e+10   4.1887e+10   7496   4193  1984   2496      0      0      0   6.284   0.051   0.002   6.411     6.776
    5          inf   1.0946e+10   3.0039e+11   9996   4193  1955   2500      0      0      0   7.368   0.056   0.002   7.482    14.258
    6          inf   1.0946e+10   1.0727e+12  12496   4194  1944   2500      0      1      0   7.911   0.061   0.035   8.102    22.360
    7          inf   1.0946e+10   1.5933e+12  14996   4200  1625   2500      0      6      0  10.587   0.057   0.040  10.780    33.140
    8          inf   1.0946e+10   1.4954e+12  17496   4203  1528   2500      0      3      0  13.556   0.058   0.055  13.767    46.907
    9          inf   1.0946e+10   1.3861e+12  18291   3288  1415   2500   1705      6    921  15.048   0.061   0.058  15.288    62.194
   10          inf   1.0946e+10   1.2650e+12  18807   3316  1312   2500   1984     28      0   5.199   0.056   0.036   5.363    67.558
   11          inf   1.0946e+10   1.1893e+12  19236   3352  1219   2500   2071     36      0   5.029   0.062   0.034   5.197    72.755
   12          inf   1.0946e+10   1.1040e+12  19443   3398  1140   2500   2293     47      1   5.213   0.057   0.036   5.384    78.139
   13          inf   1.0946e+10   1.0420e+12  19757   3437  1076   2500   2186     39      0   5.269   0.057   0.035   5.436    83.575
   14          inf   1.0946e+10   9.6818e+11  20101   3478  1012   2500   2156     43      2   4.988   0.059   0.036   5.159    88.734
   15          inf   1.0946e+10   9.1503e+11  20396   3525   949   2500   2205     47      0   4.978   0.059   0.035   5.149    93.884
   16          inf   1.0946e+10   8.6017e+11  20612   3585   891   2500   2284     60      0   5.182   0.058   0.039   5.355    99.238
   17          inf   1.0946e+10   7.9982e+11  20785   3639   826   2500   2327     54      0   5.724   0.062   0.038   5.899   105.137
   18          inf   1.0946e+10   7.2593e+11  21007   3733   754   2500   2278     94      0   5.013   0.056   0.043   5.197   110.335
   19          inf   1.0946e+10   6.8076e+11  21159   3793   709   2500   2348     60      0   5.723   0.059   0.043   5.905   116.239
   20          inf   1.0946e+10   6.1446e+11  21336   3869   646   2500   2323     76      0   6.527   0.066   0.039   6.712   122.951
   21          inf   1.0946e+10   5.6519e+11  21545   3927   594   2500   2291     58      0   6.536   0.064   0.044   6.745   129.697
   22          inf   1.0946e+10   5.0975e+11  21809   3998   534   2500   2236     71      0   7.225   0.064   0.043   7.418   137.115
   23          inf   1.0946e+10   4.6909e+11  22038   4038   500   2500   2271     60     20   7.964   0.062   0.047   8.163   145.278
   24          inf   1.0946e+10   4.1390e+11  22074   4102   431   2500   2464     82     18   6.575   0.059   0.048   6.772   152.049
   25          inf   1.0946e+10   3.7530e+11  22308   4053   397   2500   2266     50     99   6.661   0.057   0.048   6.862   158.911
   26          inf   1.0946e+10   3.2780e+11  22446   4099   353   2500   2362     53      7   8.066   0.059   0.047   8.262   167.173
   27          inf   1.0946e+10   2.8819e+11  22539   4153   313   2500   2407     68     14   8.619   0.058   0.046   8.814   175.987
