# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/grid/grid15 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1225 vertices, 4760 arcs, 32000 commodities, 1225 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1225, capped_arcs=4760)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
    1          inf   3.5815e+09   1.2250e+05   2450   1225  1225      0      0      0      0   0.009   0.020   0.001   0.031     0.031
    2          inf   3.5815e+09   1.2250e+06   2450   1225  1225      0      0      0      0   0.001   0.019   0.001   0.020     0.051
    3          inf   3.5815e+09   1.2250e+07   2450   1225  1225      0      0      0      0   0.001   0.018   0.001   0.019     0.070
    4          inf   3.5815e+09   1.2250e+08   2450   1225  1225      0      0      0      0   0.000   0.018   0.001   0.019     0.089
    5          inf   3.5815e+09   1.2248e+09   2450   1225  1223      0      0      0      0   0.000   0.017   0.001   0.018     0.107
    6          inf   3.5815e+09   3.5815e+09   2450   1483     0      0      0    258      0   0.000   0.017   0.004   0.021     0.128
    7          inf   3.5815e+09   7.2061e+09   3675   1483   561   1225      0      0      0   0.301   0.009   0.001   0.321     0.449
    8          inf   3.5815e+09   1.0852e+10   4900   1484   605   1225      0      1      0   0.223   0.014   0.002   0.252     0.701
    9          inf   3.5815e+09   2.2637e+10   6125   1497   291   1225      0     13      0   0.277   0.013   0.003   0.306     1.006
   10          inf   3.5815e+09   2.0846e+10   7350   1506   187   1225      0      9      0   0.428   0.013   0.004   0.458     1.465
   11          inf   3.5815e+09   6.3724e+09   8575   1539    30   1225      0     33      0   0.667   0.013   0.005   0.701     2.166
   12          inf   3.5815e+09   3.6016e+09   9575   1425     0   1225    225     10    124   0.854   0.014   0.006   0.893     3.059
   13          inf   3.5858e+09   3.5991e+09  10233   1434     0   1225    567     11      2   0.363   0.013   0.006   0.400     3.458
   14          inf   3.5882e+09   3.5977e+09  10743   1442     0   1225    715     10      2   0.440   0.013   0.007   0.478     3.936
   15          inf   3.5885e+09   3.5966e+09  11075   1440     0   1225    893      3      5   0.416   0.013   0.007   0.454     4.390
   16          inf   3.5911e+09   3.5958e+09  11310   1441     0   1225    990      3      2   0.517   0.013   0.007   0.555     4.945
   17          inf   3.5912e+09   3.5953e+09  10993   1442     0   1225   1542      8      7   0.470   0.014   0.007   0.511     5.456
   18          inf   3.5921e+09   3.5948e+09  10758   1439     0   1225   1460      3      6   0.500   0.013   0.007   0.538     5.994
   19          inf   3.5921e+09   3.5943e+09  10732   1438     0   1224   1250      3      4   0.485   0.014   0.007   0.525     6.519
   20          inf   3.5927e+09   3.5940e+09  10738   1434     0   1225   1219      4      8   0.512   0.013   0.008   0.551     7.070
   21          inf   3.5930e+09   3.5938e+09  10659   1429     0   1222   1301      2      7   0.448   0.014   0.009   0.489     7.560
   22          inf   3.5930e+09   3.5937e+09  10706   1431     0   1223   1176      3      1   0.440   0.013   0.008   0.480     8.040
   23          inf   3.5932e+09   3.5937e+09  10719   1431     0   1212   1199      3      3   0.495   0.013   0.008   0.534     8.574
   24          inf   3.5933e+09   3.5936e+09  10768   1426     0   1210   1161      1      6   0.567   0.012   0.007   0.605     9.179
   25          inf   3.5934e+09   3.5936e+09  10827   1427     0   1187   1128      2      1   0.534   0.013   0.007   0.572     9.751
   26          inf   3.5934e+09   3.5935e+09  10792   1428     0   1193   1228      2      1   0.589   0.012   0.007   0.627    10.378
   27          inf   3.5935e+09   3.5935e+09  10817   1430     0   1194   1169      2      0   0.609   0.013   0.007   0.647    11.025
   28          inf   3.5935e+09   3.5935e+09  10901   1431     0   1112   1028      2      1   0.629   0.011   0.007   0.667    11.692
   29   3.5935e+09   3.5935e+09   3.5935e+09  10901   1431     0   *831      0      0      0   0.628   0.013   0.004   0.645    12.337
CG optimal after 29 iterations. UB=3593521802.520035 LB=3593517176.003235 gap=4.627e+03 tol=3.594e+05  t_LP=11.404  t_PR=0.427  t_SP=0.148  t_Tot=12.360

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/grid/grid15,tree,29,9676,3593521802.520035,3593517176.003235,1,12.378,11.404,0.427,0.148
